"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"alpha",1,0,1,1,1,1,1,1,1
"deviance",5377.4628,74.2876,5233.4785,5327.365,5376.1908,5425.4635,5529.6291,1.002,1000
"eta[1]",0.611,0.0328,0.5477,0.5887,0.6106,0.6329,0.675,1.003,780
"eta[2]",1.0708,0.0305,1.0111,1.0507,1.0703,1.0921,1.1326,1.0142,570
"kappa[1]",0,0,0,0,0,0,0,1,1
"kappa[2]",-0.8881,0.0873,-1.0597,-0.9461,-0.8894,-0.8284,-0.7176,1.0014,1400
"kappa[3]",-0.6296,0.0847,-0.7863,-0.6895,-0.6284,-0.5731,-0.4555,1.0014,1400
"kappa[4]",-0.1949,0.0908,-0.3782,-0.2572,-0.1898,-0.1319,-0.0301,1.0005,1500
"kappa[5]",0.1642,0.0979,-0.0357,0.1015,0.1628,0.2277,0.3595,1.004,540
"phi[1]",-0.7064,0.0704,-0.8486,-0.7528,-0.7035,-0.6566,-0.5773,1.0027,730
"phi[2]",0.999,0.0818,0.8478,0.9424,0.9957,1.0525,1.1688,1.0036,560
"phi[3]",-0.1079,0.0643,-0.2383,-0.1483,-0.1072,-0.0644,0.0192,1,1500
"phi[4]",-0.0639,0.0734,-0.2019,-0.1141,-0.0662,-0.0159,0.0838,1.0012,1500
"phi[5]",0.023,0.2118,-0.4435,-0.1076,0.0495,0.1792,0.3594,1.0094,320
"phi[6]",-0.6146,0.2261,-1.0303,-0.7948,-0.608,-0.4352,-0.2101,1.0034,580
"phi[7]",0.718,0.0802,0.5611,0.6616,0.7208,0.7773,0.8597,1.0116,170
"phi[8]",-1.4507,0.07,-1.5793,-1.5015,-1.4515,-1.4023,-1.3043,1.0095,740
"phi[9]",-0.6018,0.2266,-1.0121,-0.7771,-0.6013,-0.4271,-0.1908,1.0001,1500
"phi[10]",0.7368,0.0627,0.6149,0.6954,0.7372,0.7794,0.8579,1.0012,1500
"phi[11]",0.7305,0.0762,0.5739,0.6809,0.7297,0.7829,0.8728,1.0026,780
"phi[12]",0.2828,0.0764,0.1316,0.2291,0.2853,0.3378,0.4258,1.0034,1500
"phi[13]",-1.75,0.077,-1.9007,-1.804,-1.7508,-1.6974,-1.6047,1.0014,1400
"phi[14]",-0.2752,0.0657,-0.3961,-0.3205,-0.278,-0.2325,-0.1394,1.0082,410
"phi[15]",-0.1285,0.0655,-0.25,-0.1723,-0.1302,-0.0843,0.0069,1.0017,1200
"phi[16]",0.2201,0.1521,-0.0606,0.1015,0.2228,0.3323,0.4981,1.0065,310
"phi[17]",-0.2826,0.0685,-0.416,-0.3291,-0.2831,-0.2348,-0.151,1.0025,860
"phi[18]",-0.7588,0.0929,-0.9318,-0.826,-0.7593,-0.6911,-0.5805,1.0052,380
"phi[19]",-0.3558,0.094,-0.5268,-0.426,-0.354,-0.288,-0.1796,1.001,1500
"phi[20]",-0.6057,0.0777,-0.7536,-0.6599,-0.6066,-0.5531,-0.4515,1.0047,430
"phi[21]",-1.08,0.2231,-1.4811,-1.2574,-1.0858,-0.9023,-0.6762,1.0098,220
"phi[22]",1.9044,0.2102,1.5327,1.7448,1.8998,2.0749,2.2831,1,1500
"phi[23]",0.3871,0.0792,0.2339,0.3352,0.3837,0.4395,0.5507,1.0011,1500
"phi[24]",-0.6154,0.2249,-1.0219,-0.7921,-0.6209,-0.4412,-0.2022,1.0086,230
"phi[25]",0.3679,0.2268,-0.0312,0.191,0.3606,0.5441,0.7914,1.0012,1500
"phi[26]",-2.2936,0.0961,-2.4822,-2.3614,-2.2902,-2.2231,-2.1185,1.0071,390
"phi[27]",-0.0488,0.2234,-0.4755,-0.2188,-0.0326,0.1288,0.3227,1.0325,67
"phi[28]",0.0303,0.0724,-0.1058,-0.0185,0.0315,0.0767,0.1813,1.0008,1500
"phi[29]",1.3417,0.0762,1.197,1.292,1.34,1.3955,1.4876,1.0005,1500
"phi[30]",0.2208,0.0879,0.0567,0.1621,0.2133,0.281,0.3943,1.0012,1500
"phi[31]",0.7327,0.1167,0.4884,0.6587,0.747,0.8147,0.9393,1.005,1100
"phi[32]",0.1951,0.0746,0.0539,0.1451,0.1939,0.2442,0.345,1.0003,1500
"phi[33]",0.8616,0.0954,0.6916,0.7958,0.8573,0.9236,1.0609,1.0031,1500
"phi[34]",-0.6041,0.2185,-1.0034,-0.7643,-0.606,-0.4378,-0.1971,1.0017,1200
"phi[35]",1.3783,0.0885,1.2094,1.3218,1.3789,1.4389,1.5449,1.0015,1400
"phi[36]",0.5102,0.0625,0.3878,0.4674,0.5115,0.5502,0.6353,1.0012,1500
"phi[37]",0.6195,0.0833,0.467,0.5608,0.6182,0.6734,0.7908,1.0027,740
"phi[38]",0.2243,0.0707,0.0845,0.1757,0.2219,0.2723,0.3596,1.0041,1500
"phi[39]",0.2045,0.0835,0.0392,0.148,0.2036,0.2591,0.3643,1.0064,340
"phi[40]",-0.3448,0.1019,-0.5334,-0.4203,-0.3402,-0.2709,-0.1482,1.0081,280
"psi[1]",0.5581,0.0688,0.4295,0.5138,0.559,0.603,0.6897,1.012,460
"psi[2]",0.6238,0.0521,0.5286,0.5876,0.6221,0.6584,0.7282,1.0006,1500
"psi[3]",0.5979,0.0448,0.5149,0.5673,0.5969,0.6267,0.6888,1.0003,1500
"psi[4]",0.5939,0.0557,0.4844,0.5574,0.5916,0.6298,0.7109,1.0003,1500
"psi[5]",0.208,0.0996,0.0368,0.126,0.2157,0.2884,0.3793,1.0021,930
"psi[6]",0.1383,0.0874,0.0111,0.0641,0.1266,0.1998,0.3206,1.0026,780
"psi[7]",0.3016,0.0753,0.1366,0.2522,0.3138,0.3562,0.4221,1.0121,190
"psi[8]",0.309,0.0905,0.105,0.2531,0.3239,0.3766,0.4496,1.0178,670
"psi[9]",0.126,0.0815,0.0118,0.0577,0.1135,0.1853,0.2964,1.0005,1500
"psi[10]",0.4726,0.0483,0.3735,0.4412,0.4731,0.5035,0.5705,1.0026,980
"psi[11]",0.4761,0.0547,0.3745,0.4393,0.4748,0.5103,0.5895,1.0045,450
"psi[12]",0.3156,0.0881,0.1211,0.263,0.3285,0.381,0.4575,1.0159,330
"psi[13]",0.4369,0.1037,0.1775,0.391,0.4583,0.507,0.5956,1.0145,320
"psi[14]",0.4317,0.0907,0.172,0.3968,0.4491,0.4895,0.5606,1.0387,270
"psi[15]",0.6222,0.0458,0.5353,0.5915,0.6222,0.6524,0.717,1.0013,1500
"psi[16]",0.3281,0.0944,0.1264,0.2688,0.3381,0.3953,0.4901,1.0056,360
"psi[17]",0.5967,0.0489,0.5043,0.5626,0.595,0.6286,0.7002,1.0011,1500
"psi[18]",0.3144,0.0874,0.1134,0.2582,0.3257,0.3805,0.4542,1.0279,250
"psi[19]",0.3811,0.0922,0.1801,0.3229,0.3946,0.4477,0.5269,1.0041,720
"psi[20]",0.4581,0.0427,0.3827,0.4302,0.4568,0.4853,0.5454,1.0104,1500
"psi[21]",0.1539,0.0966,0.0136,0.0718,0.1432,0.23,0.3444,1.0021,960
"psi[22]",0.1751,0.0696,0.0801,0.1176,0.1646,0.2197,0.3286,1.0003,1500
"psi[23]",0.7172,0.0517,0.6233,0.6804,0.7146,0.7521,0.8213,1.0008,1500
"psi[24]",0.1341,0.0852,0.0102,0.0625,0.122,0.1985,0.3096,1.0014,1400
"psi[25]",0.1414,0.0778,0.0291,0.0749,0.1336,0.1978,0.306,1.0003,1500
"psi[26]",0.3475,0.0971,0.1316,0.2874,0.3563,0.4194,0.51,1.0118,550
"psi[27]",0.1373,0.0743,0.0292,0.074,0.1282,0.1922,0.2875,1.0047,430
"psi[28]",0.7193,0.0535,0.6167,0.6824,0.7171,0.7553,0.8269,1.0019,1000
"psi[29]",0.5954,0.0489,0.5066,0.5604,0.5935,0.6264,0.6996,1.0012,1500
"psi[30]",0.3576,0.0919,0.1429,0.3041,0.3798,0.4218,0.4904,1.0037,1400
"psi[31]",0.3944,0.0933,0.162,0.3499,0.414,0.4598,0.5313,1.0218,320
"psi[32]",0.5467,0.0604,0.4331,0.5071,0.5446,0.5861,0.673,1.0004,1500
"psi[33]",0.5891,0.0569,0.4899,0.5475,0.585,0.6258,0.7057,1.0026,930
"psi[34]",0.1322,0.0838,0.0116,0.0627,0.1206,0.1919,0.3035,1.0012,1500
"psi[35]",0.4218,0.0419,0.3411,0.3954,0.4218,0.4494,0.5023,1.0017,1200
"psi[36]",0.5207,0.0476,0.4321,0.4879,0.5187,0.5521,0.6215,1.0007,1500
"psi[37]",0.4804,0.0791,0.2904,0.4421,0.4877,0.5295,0.6176,1.001,1500
"psi[38]",0.588,0.0451,0.5033,0.5561,0.586,0.6186,0.6823,1.0009,1500
"psi[39]",0.7483,0.0541,0.6551,0.7106,0.745,0.7826,0.8649,1.0089,250
"psi[40]",0.3854,0.1003,0.1631,0.3256,0.403,0.4589,0.5462,1.0281,230
"theta[1]",-1.3366,0.4106,-2.1538,-1.6039,-1.3245,-1.0539,-0.57,1.001,1500
"theta[2]",1.6148,0.5685,0.6009,1.2151,1.5646,1.9884,2.785,1.0005,1500
"theta[3]",0.0197,0.3666,-0.7068,-0.2205,0.0256,0.2608,0.7524,1.0002,1500
"theta[4]",1.6377,0.5937,0.5694,1.2196,1.5968,2.0148,2.9306,1.0012,1500
"theta[5]",-0.9748,0.3747,-1.7592,-1.2136,-0.9734,-0.7133,-0.2908,1.0011,1500
"theta[6]",-0.4525,0.3987,-1.2541,-0.7142,-0.4414,-0.1897,0.3301,1.0006,1500
"theta[7]",0.8201,0.4519,0.0025,0.5172,0.7947,1.1072,1.7721,1.001,1500
"theta[8]",-0.1548,0.4098,-0.9646,-0.4233,-0.1577,0.1133,0.6629,1.0019,1100
"theta[9]",-0.5681,0.3871,-1.3575,-0.8123,-0.5587,-0.3069,0.1567,1.0004,1500
"theta[10]",-0.5815,0.3528,-1.2792,-0.8178,-0.5789,-0.3317,0.0941,1.0009,1500
"theta[11]",-0.5453,0.3719,-1.2939,-0.7898,-0.5355,-0.2979,0.1955,1.0011,1500
"theta[12]",-0.7765,0.3797,-1.5326,-1.0231,-0.7779,-0.5392,-0.0213,1.0014,1400
"theta[13]",-0.1397,0.3595,-0.8698,-0.3721,-0.1397,0.1062,0.5578,1.0015,1300
"theta[14]",-1.8467,0.4305,-2.6942,-2.1304,-1.834,-1.5549,-1.0692,1.0001,1500
"theta[15]",0.1286,0.3758,-0.6022,-0.1164,0.1308,0.3708,0.8727,1.0015,1300
"theta[16]",0.6326,0.3489,-0.0443,0.3895,0.6317,0.8769,1.3071,1.0022,1000
"theta[17]",-1.1034,0.4136,-1.9705,-1.3698,-1.0858,-0.8311,-0.3493,1.0008,1500
"theta[18]",0.1875,0.3631,-0.5447,-0.0388,0.1885,0.4279,0.8999,1.0009,1500
"theta[19]",1.1214,0.4012,0.4053,0.843,1.0993,1.373,1.9944,1.0028,710
"theta[20]",-1.0028,0.3757,-1.7953,-1.2498,-0.9988,-0.7471,-0.3094,1.0017,1500
"theta[21]",-0.2749,0.3555,-0.9593,-0.5093,-0.2678,-0.0471,0.441,1.0006,1500
"theta[22]",-0.2403,0.345,-0.9095,-0.4573,-0.2434,-0.0085,0.4308,1.0024,850
"theta[23]",-0.0733,0.3728,-0.8254,-0.3218,-0.0696,0.1838,0.6474,1.0051,1500
"theta[24]",0.9602,0.4539,0.0943,0.652,0.9285,1.2432,1.9351,1.0011,1500
"theta[25]",-0.0064,0.3359,-0.6728,-0.2387,-0.0044,0.2201,0.6773,1.0002,1500
"theta[26]",0.2191,0.3264,-0.3995,-0.0127,0.2185,0.4408,0.8386,1.0016,1200
"theta[27]",0.5828,0.3702,-0.1336,0.3314,0.5656,0.8271,1.3541,1,1500
"theta[28]",-0.3415,0.3549,-1.0272,-0.5712,-0.3369,-0.1071,0.3407,1.0036,560
"theta[29]",0.3723,0.3832,-0.3554,0.1187,0.3756,0.631,1.1374,1.0004,1500
"theta[30]",1.8958,0.5398,0.9584,1.5291,1.8477,2.2202,3.1382,1.0029,1500
"theta[31]",-1.2423,0.4171,-2.0836,-1.5123,-1.2291,-0.9508,-0.4428,1.0013,1500
"theta[32]",0.6606,0.3497,0.0088,0.4239,0.6506,0.8914,1.3673,1.0003,1500
"theta[33]",1.6184,0.4725,0.7885,1.2866,1.5891,1.9076,2.6761,1.0005,1500
"theta[34]",0.5032,0.3521,-0.1647,0.2591,0.5044,0.7397,1.1838,1.0004,1500
"theta[35]",-0.0977,0.349,-0.8152,-0.3216,-0.0964,0.1432,0.5748,1.0003,1500
"theta[36]",0.7709,0.3995,-0.0238,0.5139,0.7552,1.0306,1.5436,1.0006,1500
"theta[37]",1.1084,0.4364,0.3259,0.8036,1.086,1.3984,2.061,1.0009,1500
"theta[38]",-1.1519,0.4418,-2.0522,-1.4369,-1.1357,-0.8496,-0.3149,1.0023,880
"theta[39]",0.4584,0.3749,-0.2362,0.2009,0.4523,0.701,1.2316,1.0035,580
"theta[40]",0.6633,0.3459,0.0078,0.423,0.6594,0.8935,1.3681,1.0031,650
"theta[41]",0.1519,0.3575,-0.5275,-0.1034,0.165,0.3892,0.8504,1.0045,450
"theta[42]",1.0927,0.396,0.3886,0.8273,1.0684,1.3498,1.9158,1.0029,1500
"theta[43]",-0.3269,0.3615,-1.0404,-0.5743,-0.3138,-0.0839,0.3719,1.0024,1300
"theta[44]",0.1999,0.3426,-0.4662,-0.0279,0.1945,0.4385,0.8663,1.0011,1500
"theta[45]",-0.1307,0.3592,-0.8572,-0.3636,-0.1332,0.1084,0.5876,1.0002,1500
"theta[46]",1.2228,0.4221,0.4286,0.9394,1.2058,1.4827,2.1266,1.0084,270
"theta[47]",0.7162,0.3607,0.0432,0.4832,0.7073,0.9504,1.4444,1.0019,1100
"theta[48]",0.2707,0.3389,-0.3909,0.0481,0.2795,0.4991,0.9363,1.0015,1300
"theta[49]",-0.3377,0.3401,-1.0219,-0.5624,-0.3366,-0.1099,0.32,1.0014,1500
"theta[50]",0.2243,0.3659,-0.4851,-0.013,0.225,0.4693,0.9564,1.0033,610
"theta[51]",1.2992,0.4754,0.4578,0.9671,1.2711,1.595,2.3301,1.0001,1500
"theta[52]",0.707,0.3637,0.0335,0.4558,0.6953,0.9321,1.4544,1.0046,510
"theta[53]",1.6302,0.577,0.6289,1.2323,1.5807,1.9904,2.886,1.0028,1500
"theta[54]",0.2957,0.3569,-0.3656,0.0436,0.2962,0.5195,1.022,1.0015,1400
"theta[55]",0.2317,0.3785,-0.4975,-0.0222,0.2274,0.4628,0.9929,1.0011,1500
"theta[56]",-1.4165,0.413,-2.2668,-1.679,-1.402,-1.1418,-0.6567,1.0026,770
"theta[57]",0.8326,0.3711,0.124,0.5854,0.8361,1.0761,1.5922,1.0005,1500
"theta[58]",-0.5058,0.3698,-1.2475,-0.7457,-0.5053,-0.2561,0.189,1.0017,1100
"theta[59]",0.2917,0.3455,-0.3693,0.0572,0.2907,0.5233,0.9792,1.0019,1000
"theta[60]",0.3173,0.3484,-0.339,0.0757,0.3198,0.5481,1.0032,1.0011,1500
"theta[61]",-1.2247,0.4292,-2.0723,-1.5065,-1.2311,-0.9274,-0.4033,1.0004,1500
"theta[62]",1.2958,0.4678,0.4272,0.9836,1.2606,1.593,2.2938,1.0009,1500
"theta[63]",0.2073,0.387,-0.5643,-0.0435,0.2105,0.477,0.9404,1.0005,1500
"theta[64]",-0.7646,0.3935,-1.5831,-1.0223,-0.762,-0.497,-0.0269,1.0001,1500
"theta[65]",0.5568,0.3517,-0.1415,0.3302,0.54,0.7798,1.2776,1.005,400
"theta[66]",1.8792,0.5928,0.8333,1.4508,1.8423,2.2726,3.116,1.0018,1300
"theta[67]",0.1247,0.3404,-0.5793,-0.0907,0.127,0.35,0.7671,1.0008,1500
"theta[68]",-0.126,0.3502,-0.8283,-0.3569,-0.1269,0.1095,0.556,1.0043,470
"theta[69]",-0.6154,0.3834,-1.3612,-0.872,-0.6004,-0.3637,0.1247,1.0013,1500
"theta[70]",-1.0538,0.3973,-1.828,-1.3112,-1.0558,-0.7803,-0.2913,1.0037,660
"theta[71]",0.5193,0.3652,-0.1767,0.2777,0.5034,0.7597,1.2608,1.0017,1200
"theta[72]",-1.4408,0.4068,-2.284,-1.6965,-1.4331,-1.1707,-0.6708,1.0044,1500
"theta[73]",0.5505,0.3378,-0.1142,0.3226,0.5612,0.7614,1.213,1.0019,1000
"theta[74]",-0.1506,0.3466,-0.8126,-0.3824,-0.1513,0.077,0.5207,1.0002,1500
"theta[75]",0.0156,0.3523,-0.6637,-0.2298,0.0129,0.2541,0.6537,1.0008,1500
"theta[76]",-0.3754,0.3302,-1.0466,-0.5869,-0.3671,-0.1438,0.257,1.0009,1500
"theta[77]",1.742,0.5735,0.7324,1.3407,1.7166,2.0969,2.9751,1.0005,1500
"theta[78]",-1.6029,0.4079,-2.4147,-1.8802,-1.5807,-1.3261,-0.8562,1.001,1500
"theta[79]",0.885,0.4089,0.1396,0.5942,0.8727,1.1498,1.73,1.0008,1500
"theta[80]",-1.5882,0.4166,-2.4225,-1.8701,-1.5792,-1.2988,-0.8015,1.004,800
"theta[81]",0.4819,0.3639,-0.1887,0.2346,0.4731,0.7134,1.2459,1.0001,1500
"theta[82]",0.9254,0.3736,0.2123,0.6722,0.9142,1.1622,1.7224,1.005,400
"theta[83]",-0.2447,0.3309,-0.8944,-0.466,-0.2306,-0.0168,0.3805,1.0061,340
"theta[84]",-0.8314,0.3972,-1.6274,-1.0897,-0.8201,-0.5508,-0.1027,1.0018,1500
"theta[85]",0.3211,0.3502,-0.3651,0.0801,0.3172,0.5576,1.0069,1.0008,1500
"theta[86]",2.0759,0.5964,1.0989,1.6218,2.0262,2.4612,3.3509,1.0023,870
"theta[87]",0.6462,0.3617,-0.0281,0.3789,0.6416,0.8834,1.367,1.0007,1500
"theta[88]",-2.5011,0.5249,-3.5707,-2.8477,-2.4696,-2.1466,-1.5125,1.0007,1500
"theta[89]",-1.5236,0.4117,-2.34,-1.7842,-1.5229,-1.2317,-0.7479,1.0002,1500
"theta[90]",-0.3385,0.3447,-1.028,-0.5592,-0.3301,-0.1077,0.3301,1.0011,1500
"theta[91]",0.919,0.3795,0.2275,0.6566,0.9091,1.1688,1.711,1.0024,840
"theta[92]",0.2669,0.3441,-0.4182,0.0279,0.2748,0.4933,0.9542,1.0004,1500
"theta[93]",-0.9904,0.3785,-1.7259,-1.2508,-0.9885,-0.7344,-0.2542,1.0004,1500
"theta[94]",1.445,0.5906,0.3951,1.0473,1.4071,1.8199,2.6941,1.0002,1500
"theta[95]",-0.1096,0.3557,-0.8185,-0.3461,-0.1048,0.1181,0.5666,1.0063,340
"theta[96]",0.2388,0.3397,-0.4459,0.018,0.2441,0.4587,0.9161,1.0012,1500
"theta[97]",-0.3165,0.3654,-1.0335,-0.5619,-0.3125,-0.0686,0.3855,1.0019,1000
"theta[98]",-1.1134,0.3782,-1.8639,-1.3618,-1.1136,-0.8487,-0.3855,1.0016,1300
"theta[99]",0.4254,0.3326,-0.2257,0.1915,0.4242,0.647,1.0827,1.0007,1500
"theta[100]",1.6621,0.5887,0.6624,1.2567,1.6183,2.0322,2.9634,1.0045,1500
"theta[101]",0.7096,0.4077,-0.0587,0.4348,0.6937,0.9692,1.5519,1.0004,1500
"theta[102]",-1.9723,0.4342,-2.8398,-2.261,-1.9847,-1.6695,-1.1217,1.0007,1500
"theta[103]",-0.7641,0.4159,-1.6392,-1.0236,-0.7425,-0.4915,0.0151,1.0043,460
"theta[104]",-1.3829,0.4226,-2.2611,-1.6475,-1.3819,-1.0849,-0.5929,1.0011,1500
"theta[105]",0.4236,0.3826,-0.3109,0.1754,0.4151,0.6762,1.1904,1.0027,890
"theta[106]",-0.2388,0.3306,-0.8935,-0.4638,-0.2488,-0.013,0.428,1.0027,1500
"theta[107]",-0.5613,0.3963,-1.3273,-0.8262,-0.572,-0.2761,0.1936,1.001,1500
"theta[108]",0.0609,0.3395,-0.5932,-0.1686,0.0729,0.2913,0.7191,1.0008,1500
"theta[109]",0.5435,0.3423,-0.1407,0.3177,0.5384,0.7723,1.2138,1.0021,960
"theta[110]",-0.757,0.4076,-1.6046,-1.0322,-0.7374,-0.4789,-0.0261,1.0023,910
"theta[111]",0.7878,0.3674,0.0776,0.5304,0.7746,1.0172,1.5686,1.0006,1500
"theta[112]",-0.294,0.3468,-0.9729,-0.5274,-0.2991,-0.0609,0.3626,1.0003,1500
"theta[113]",1.6088,0.4708,0.7297,1.2796,1.5953,1.9277,2.5708,1.0006,1500
"theta[114]",0.968,0.4128,0.1893,0.6893,0.957,1.224,1.8249,1.0012,1500
"theta[115]",0.4252,0.3355,-0.2255,0.2029,0.4218,0.6421,1.1093,1.0008,1500
"theta[116]",-0.5608,0.4022,-1.3467,-0.8311,-0.5495,-0.2722,0.1679,1.0014,1500
"theta[117]",-1.1309,0.4026,-1.9394,-1.3906,-1.1063,-0.856,-0.3953,1.0019,1500
"theta[118]",1.8745,0.5828,0.8543,1.4577,1.8448,2.2396,3.1147,1.0019,1100
"theta[119]",-0.7255,0.3702,-1.4874,-0.9613,-0.7214,-0.4614,-0.0317,1.0008,1500
"theta[120]",0.9862,0.4406,0.1417,0.689,0.9612,1.2703,1.8894,1.0043,470
"theta[121]",0.3277,0.3646,-0.39,0.0837,0.3254,0.56,1.0443,1.0013,1500
